car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_class,days_before_accident
a-4209036O,Renault Sandero,standart,petrol,5.9,2015,83147,2020,engine_fuel,8
z-1424722R,Kia Rio X-line,economy,petrol,5.44,2013,39575,2018,engine_check,41
e88950408e,Smart Coupe,economy,petrol,4.28,2014,65534,2015,engine_ignition,76
z-1104831H,Kia Sportage,standart,petrol,5.06,2012,19285,2020,engine_fuel,3
E86045670c,Kia Rio X,economy,petrol,3.54,2012,25095,2018,break_bug,24
v88691914J,VW Polo,economy,petrol,4.14,2014,66664,2018,engine_fuel,13
d-6273123g,Audi A4,premium,petrol,5.4,2014,70494,2018,another_bug,151
I-5675626j,Renault Kaptur,standart,petrol,4.2,2015,77857,2020,electro_bug,12
K91014117o,Skoda Rapid,economy,petrol,2.92,2016,107730,2021,another_bug,111
r18501621n,VW Tiguan,economy,petrol,2.36,2013,37137,2019,electro_bug,30
A-2157802N,Nissan Qashqai,standart,petrol,4.48,2015,85244,2021,gear_stick,15
f55908334b,VW Polo,economy,petrol,2.6,2012,19697,2019,gear_stick,34
L13979610h,VW Polo,economy,petrol,4.2,2015,81080,2021,engine_fuel,3
x38201050e,Skoda Rapid,economy,petrol,2.88,2017,133468,2017,electro_bug,55
L86038163R,Renault Sandero,standart,petrol,3.44,2011,7591,2019,engine_ignition,50
H-1751594v,VW Polo,economy,petrol,6.82,2012,23850,2019,engine_overheat,38
r-2079936x,Smart Coupe,economy,petrol,5.72,2014,64854,2018,electro_bug,19
K-2275807Z,Kia Rio X-line,economy,petrol,4.64,2015,84079,2019,wheel_shake,5
N29840074e,Smart ForTwo,economy,petrol,4.52,2015,79976,2020,engine_overheat,7
U-2283333k,Kia Rio X,economy,petrol,4.38,2014,63346,2017,wheel_shake,6
f21333384S,Hyundai Solaris,economy,petrol,3.48,2011,6054,2020,gear_stick,9
p-1229769J,Renault Sandero,standart,petrol,5.56,2015,75476,2014,engine_overheat,11
r-5540835r,Mercedes-Benz GLC,business,petrol,5.06,2013,39361,2018,electro_bug,86
R-2878244Q,Renault Kaptur,standart,petrol,6.04,2013,51617,2016,break_bug,16
a51887682f,Smart Coupe,economy,petrol,3.98,2013,46432,2014,engine_check,26
Y74292605C,Nissan Qashqai,standart,petrol,3.94,2012,25323,2020,engine_fuel,8
K-4627145s,Nissan Qashqai,standart,petrol,5.2,2014,68143,2019,break_bug,50
K-9436185H,Hyundai Solaris,economy,petrol,6.6,2013,42185,2021,engine_fuel,9
h90156916h,BMW 320i,business,petrol,3.86,2015,84170,2020,gear_stick,41
a-1946557R,Kia Rio X,economy,petrol,5.66,2011,923,2020,another_bug,31
W-3891859t,Renault Kaptur,standart,petrol,4.1,2015,90704,2016,engine_ignition,56
E-7802767l,Nissan Qashqai,standart,petrol,4.44,2012,19458,2018,engine_fuel,21
M-2277769E,VW Tiguan,economy,petrol,5.72,2016,98911,2019,gear_stick,10
u19642552o,Audi A4,premium,petrol,4.32,2015,77423,2019,engine_check,156
x98858599X,Nissan Qashqai,standart,petrol,4.56,2014,64370,2017,another_bug,37
b53350458l,VW Polo,economy,petrol,4.44,2014,57457,2021,engine_fuel,18
U13465352s,Renault Sandero,standart,petrol,2.02,2012,26461,2015,gear_stick,29
m22143297y,Kia Rio X-line,economy,petrol,4.94,2013,42874,2018,engine_ignition,78
J20243122o,Kia Rio X,economy,petrol,4.44,2011,629,2016,electro_bug,18
l-9821804Q,Smart ForTwo,economy,petrol,5.0,2017,125297,2015,gear_stick,75
s73940471Q,Kia Rio X-line,economy,petrol,5.2,2013,43599,2020,gear_stick,8
t-2297441l,Kia Sportage,standart,petrol,6.64,2012,20284,2021,engine_check,47
q12145655O,Skoda Rapid,economy,petrol,4.18,2017,117974,2015,engine_overheat,32
b-2599382m,Renault Kaptur,standart,petrol,4.94,2013,44849,2019,engine_ignition,35
v-1299369C,Kia Rio X,economy,petrol,5.54,2015,78475,2019,engine_check,41
B43377576R,Kia Sportage,standart,petrol,4.48,2011,23,2017,engine_fuel,15
j18433975f,Volkswagen ID.4 ,premium,electro,4.82,2015,84397,2021,engine_overheat,95
r12315595Q,Smart ForFour,economy,petrol,4.7,2017,107700,2016,electro_bug,137
z55650126E,BMW 320i,business,petrol,3.78,2013,45701,2016,engine_fuel,26
f76040339F,VW Tiguan,economy,petrol,4.44,2015,89417,2020,another_bug,10
P-1722143i,Hyundai Solaris,economy,petrol,5.6,2015,86417,2021,engine_check,25
i-1260000J,VW Polo VI,economy,petrol,4.78,2011,1107,2018,engine_overheat,11
j19148530u,Kia Rio X,economy,petrol,2.76,2014,63628,2014,engine_ignition,39
f22138231E,Nissan Qashqai,standart,petrol,2.34,2014,55624,2016,engine_check,45
V83870783w,Kia Rio X-line,economy,petrol,3.64,2011,3479,2019,engine_overheat,32
O-8288025e,Smart ForTwo,economy,petrol,6.36,2017,121140,2015,engine_fuel,131
p-1854885f,Kia Rio,economy,petrol,4.62,2015,84946,2021,engine_fuel,16
J-7902945N,Smart ForTwo,economy,petrol,4.3,2015,81576,2016,engine_overheat,26
G12472145Q,Kia Sportage,standart,petrol,4.74,2013,48833,2018,engine_fuel,7
k11261165S,Kia Sportage,standart,petrol,2.68,2014,70876,2016,electro_bug,21
l-1737033R,Renault Kaptur,standart,petrol,3.96,2014,59806,2017,engine_check,40
m17424608q,Smart Coupe,economy,petrol,4.06,2017,129096,2020,engine_fuel,34
W10552458N,Renault Sandero,standart,petrol,2.54,2013,48574,2021,another_bug,56
L-1525462q,Kia Rio X-line,economy,petrol,4.28,2013,43096,2017,electro_bug,20
z17317811F,Skoda Rapid,economy,petrol,4.02,2015,82696,2018,break_bug,34
g17604731B,Kia Rio X-line,economy,petrol,4.92,2013,45440,2014,wheel_shake,4
j-9417716z,Kia Sportage,standart,petrol,5.28,2015,75369,2015,break_bug,8
F-8081733V,Renault Sandero,standart,petrol,5.7,2014,72452,2018,break_bug,6
V34635115U,Smart ForTwo,economy,petrol,3.68,2015,82216,2016,engine_ignition,93
u21716903G,Kia Rio X-line,economy,petrol,3.64,2015,83130,2021,engine_fuel,7
B44457813K,Hyundai Solaris,economy,petrol,4.5,2015,82687,2016,electro_bug,13
Z95207161f,Hyundai Solaris,economy,petrol,3.32,2014,62246,2019,electro_bug,17
V-1791691i,Renault Kaptur,standart,petrol,4.26,2015,74296,2015,electro_bug,15
T13929401h,VW Tiguan,economy,petrol,3.54,2017,126387,2019,engine_check,146
c10078355B,Renault Kaptur,standart,petrol,2.96,2014,59126,2016,engine_check,24
k53527360z,Hyundai Solaris,economy,petrol,3.68,2013,48231,2017,break_bug,14
j47860209v,Renault Sandero,standart,petrol,2.6,2015,79250,2019,engine_fuel,43
L-4359316J,Smart ForFour,economy,petrol,4.98,2017,119893,2017,engine_fuel,140
C-1282139K,Nissan Qashqai,standart,petrol,5.4,2015,82001,2019,engine_ignition,64
V18494938a,Kia Rio,economy,petrol,4.68,2014,62127,2019,gear_stick,7
i15507571c,Hyundai Solaris,economy,petrol,4.28,2013,38677,2018,engine_fuel,16
m-1183503n,Smart ForFour,economy,petrol,4.34,2015,83508,2019,engine_check,40
i-4948425K,Fiat 500,business,petrol,4.74,2013,41007,2019,break_bug,47
b-8098670o,Smart ForFour,economy,petrol,5.32,2014,56844,2018,gear_stick,8
k-2063559v,Kia Rio X,economy,petrol,6.3,2014,68270,2019,engine_check,21
W-9736867F,Kia Rio X-line,economy,petrol,5.02,2014,56163,2017,gear_stick,7
F-1617117u,Kia Rio X,economy,petrol,5.86,2012,31246,2018,engine_ignition,42
Z-1215607M,Smart Coupe,economy,petrol,5.06,2017,119707,2021,engine_overheat,30
K17948343e,Kia Rio X,economy,petrol,3.4,2015,80596,2016,wheel_shake,8
s22711570h,Renault Sandero,standart,petrol,2.38,2011,2170,2015,engine_check,44
E-9772567U,Hyundai Solaris,economy,petrol,5.28,2012,26827,2020,gear_stick,47
p22438429U,Renault Sandero,standart,petrol,4.38,2011,3030,2016,engine_overheat,21
B-6025126p,Mercedes-Benz E200,business,petrol,5.64,2012,18476,2017,engine_check,78
d-2973997T,VW Polo VI,economy,petrol,4.88,2015,80404,2017,another_bug,35
s17922461E,Mini Cooper,business,petrol,4.08,2012,27486,2019,engine_overheat,35
D-1872183T,Smart Coupe,economy,petrol,4.5,2017,128995,2016,another_bug,137
x15885063C,VW Tiguan,economy,petrol,3.82,2014,54232,2021,engine_ignition,42
G-2033856I,VW Polo VI,economy,petrol,4.78,2013,41745,2019,gear_stick,53
p-2709288d,Hyundai Solaris,economy,petrol,4.28,2014,67153,2021,engine_fuel,12
B22876755u,Smart ForFour,economy,petrol,4.34,2016,94561,2020,gear_stick,16
O19079001s,Smart ForFour,economy,petrol,2.36,2013,37841,2017,electro_bug,10
R-7985955b,Skoda Rapid,economy,petrol,4.84,2014,66185,2017,engine_fuel,4
P-1455215x,Nissan Qashqai,standart,petrol,4.3,2011,130,2017,break_bug,10
b-2020563x,Renault Kaptur,standart,petrol,4.68,2013,44779,2017,break_bug,12
k-1116393U,Audi A4,premium,petrol,6.26,2016,100593,2020,another_bug,82
t10480222N,Kia Rio,economy,petrol,3.9,2011,10137,2015,engine_check,18
N-1173416G,Fiat 500,business,petrol,4.24,2013,47013,2019,gear_stick,18
p45485968r,Kia Rio,economy,petrol,4.86,2012,30495,2022,gear_stick,12
w-7960339R,VW Tiguan,economy,petrol,4.24,2013,41452,2017,engine_fuel,12
q19295660b,Kia Rio X-line,economy,petrol,4.38,2015,85598,2019,another_bug,33
e10695158w,Skoda Rapid,economy,petrol,4.14,2017,111218,2021,engine_check,35
d-3096262i,Kia Sportage,standart,petrol,6.84,2014,60110,2015,engine_ignition,52
K65157128T,VW Polo,economy,petrol,3.88,2011,7563,2016,gear_stick,13
f15758729f,Renault Kaptur,standart,petrol,3.26,2015,76080,2017,break_bug,24
t-6744951h,Renault Sandero,standart,petrol,4.24,2014,64462,2018,engine_overheat,65
Z64841412z,VW Tiguan,economy,petrol,4.36,2016,105765,2021,engine_check,30
q14218693U,Hyundai Solaris,economy,petrol,4.18,2013,39146,2015,gear_stick,20
i65206392I,Smart ForTwo,economy,petrol,4.44,2016,100950,2016,engine_fuel,10
Z16324825g,Renault Kaptur,standart,petrol,2.72,2014,68212,2017,engine_overheat,38
e58896117T,Smart ForFour,economy,petrol,4.44,2017,124072,2019,engine_overheat,125
K-1677124d,VW Tiguan,economy,petrol,5.08,2017,110327,2021,engine_ignition,89
b35718807I,Smart ForFour,economy,petrol,2.26,2015,88317,2021,gear_stick,33
V97485328d,VW Tiguan,economy,petrol,3.66,2015,86555,2019,wheel_shake,3
R-2824741Q,VW Polo VI,economy,petrol,3.74,2013,48955,2015,wheel_shake,4
M-2130010I,Renault Sandero,standart,petrol,5.22,2013,43337,2016,engine_ignition,97
N10159439v,Kia Rio X-line,economy,petrol,2.86,2011,6319,2017,engine_ignition,31
F45462936z,Renault Kaptur,standart,petrol,4.3,2013,43308,2014,engine_overheat,34
p-1518592V,Kia Sportage,standart,petrol,4.76,2015,88182,2020,engine_ignition,38
X-2494579Q,Renault Kaptur,standart,petrol,5.4,2015,86954,2019,gear_stick,29
e46251116n,Smart ForFour,economy,petrol,4.16,2017,131145,2020,wheel_shake,137
v-9957846B,Hyundai Solaris,economy,petrol,4.0,2013,44083,2014,engine_check,38
u19644523F,Audi A4,premium,petrol,4.12,2014,59644,2020,break_bug,228
T13028640g,Audi Q3,premium,petrol,3.14,2017,129153,2020,engine_overheat,78
G-1964724b,VW Polo,economy,petrol,5.68,2013,37671,2020,break_bug,5
m16859646c,BMW 320i,business,petrol,3.16,2017,130205,2016,engine_check,129
d-1391916M,Kia Rio X-line,economy,petrol,4.2,2015,85209,2016,gear_stick,8
i-6370435c,VW Polo,economy,petrol,5.4,2013,43211,2016,engine_check,21
T12624719o,Renault Sandero,standart,petrol,4.18,2013,38993,2018,another_bug,19
B11921379d,Mercedes-Benz E200,business,petrol,3.42,2015,91309,2021,engine_check,128
a67229154g,Smart ForFour,economy,petrol,5.04,2014,67004,2020,engine_overheat,7
u14638117A,Renault Kaptur,standart,petrol,4.3,2014,60331,2019,engine_fuel,15
L-6802285d,Smart ForFour,economy,petrol,3.48,2014,58671,2014,break_bug,9
s-1372033F,Nissan Qashqai,standart,petrol,4.54,2014,68093,2019,another_bug,53
x53768772i,Nissan Qashqai,standart,petrol,4.4,2013,43051,2022,engine_overheat,21
v22019991n,Kia Rio,economy,petrol,3.24,2015,78360,2021,electro_bug,56
g88678216g,Smart ForFour,economy,petrol,3.78,2014,60275,2016,gear_stick,6
b-7314701z,VW Polo,economy,petrol,4.14,2012,28098,2021,engine_overheat,32
N-2930071J,Skoda Rapid,economy,petrol,5.24,2017,118550,2017,electro_bug,32
W-2145474K,Renault Kaptur,standart,petrol,5.56,2012,25972,2016,engine_overheat,6
d-2251789J,Skoda Rapid,economy,petrol,5.42,2016,110641,2020,engine_ignition,52
S-1907504N,Smart ForTwo,economy,petrol,4.66,2017,114029,2016,electro_bug,169
e-5805562W,Kia Rio,economy,petrol,3.94,2013,44331,2016,gear_stick,3
N44849090k,Tesla Model 3,premium,electro,3.6,2015,86115,2022,electro_bug,441
I13538939n,Skoda Rapid,economy,petrol,3.66,2014,60278,2019,engine_check,70
x-6241530r,Kia Rio,economy,petrol,4.5,2014,57624,2014,another_bug,27
N-1337765t,Volkswagen ID.4 ,premium,electro,5.06,2013,47687,2020,engine_overheat,309
n10482164t,Kia Rio,economy,petrol,1.96,2015,80512,2019,another_bug,34
q78677693j,Smart ForTwo,economy,petrol,3.88,2017,117271,2016,break_bug,34
N32430719L,Fiat 500,business,petrol,3.76,2015,74370,2019,engine_overheat,83
p-8718312x,Renault Kaptur,standart,petrol,6.14,2011,2768,2016,engine_fuel,5
T-1931494b,VW Tiguan,economy,petrol,5.8,2017,114464,2020,electro_bug,124
y35238235q,Smart ForFour,economy,petrol,4.44,2015,75319,2020,wheel_shake,20
F13192545Q,VW Polo VI,economy,petrol,4.88,2015,79140,2016,wheel_shake,28
W18403556e,Smart ForFour,economy,petrol,4.18,2016,89891,2015,break_bug,28
M82843835N,Skoda Rapid,economy,petrol,4.38,2017,126318,2015,wheel_shake,127
s13606781f,Kia Rio X,economy,petrol,4.28,2014,62715,2018,engine_fuel,14
t-2138235v,Renault Sandero,standart,petrol,3.74,2015,85569,2022,electro_bug,10
S16342495w,Kia Sportage,standart,petrol,2.74,2015,80658,2016,engine_overheat,6
W-2042458Y,Audi Q3,premium,petrol,5.04,2013,39782,2021,another_bug,206
c11505078D,Kia Rio,economy,petrol,3.94,2011,1638,2018,engine_fuel,19
h-1488746F,Kia Rio X-line,economy,petrol,5.22,2012,19782,2017,break_bug,21
t67883849F,Smart Coupe,economy,petrol,3.26,2013,47977,2019,engine_overheat,25
m14751349G,Kia Rio,economy,petrol,5.04,2014,61944,2018,another_bug,133
L-2236074w,Smart Coupe,economy,petrol,6.22,2015,76063,2016,gear_stick,16
Q22604154e,Kia Rio X-line,economy,petrol,3.98,2014,59406,2022,wheel_shake,2
I-1499320U,Hyundai Solaris,economy,petrol,4.78,2012,20727,2016,engine_ignition,26
w-2107765l,Renault Kaptur,standart,petrol,6.08,2015,86506,2019,engine_fuel,15
M-4256527V,Kia Rio,economy,petrol,4.42,2014,68655,2016,engine_overheat,14
V14377897W,Kia Rio X,economy,petrol,3.82,2014,64279,2017,another_bug,83
r-1938611y,Smart ForFour,economy,petrol,5.36,2014,61809,2020,gear_stick,25
c-8145167j,VW Tiguan,economy,petrol,5.98,2013,48745,2021,electro_bug,22
B91129852I,Kia Rio X-line,economy,petrol,3.24,2014,54032,2014,gear_stick,5
M37487017a,Hyundai Solaris,economy,petrol,3.2,2014,53772,2022,engine_check,20
z-2004787O,Smart Coupe,economy,petrol,5.64,2017,114968,2016,break_bug,140
l-1645080P,Nissan Qashqai,standart,petrol,5.26,2013,42757,2015,electro_bug,17
V46220162X,MINI CooperSE,business,electro,3.32,2011,721,2017,gear_stick,353
v84995071C,Renault Sandero,standart,petrol,4.36,2013,43395,2018,engine_check,42
H19405674G,Skoda Rapid,economy,petrol,4.4,2013,39252,2019,wheel_shake,4
O22899655s,Renault Kaptur,standart,petrol,4.46,2014,57735,2019,gear_stick,4
Q13439225z,Kia Rio,economy,petrol,4.06,2012,23530,2020,engine_overheat,7
h-1050982E,Smart Coupe,economy,petrol,5.52,2015,85398,2016,gear_stick,9
P74322315x,VW Tiguan,economy,petrol,3.82,2015,77775,2021,engine_ignition,42
R15925847J,VW Polo VI,economy,petrol,4.0,2014,58472,2019,break_bug,22
z-1765070X,Renault Kaptur,standart,petrol,4.76,2015,77969,2015,engine_check,34
w-1029280i,Skoda Rapid,economy,petrol,4.5,2014,62112,2021,engine_fuel,20
z-1923449T,VW Tiguan,economy,petrol,5.48,2015,74820,2020,engine_check,23
O20152474b,Kia Rio X-line,economy,petrol,4.7,2013,37888,2020,engine_check,21
d-1150959l,Smart ForTwo,economy,petrol,4.82,2017,118118,2018,gear_stick,123
E16848552h,Skoda Rapid,economy,petrol,3.14,2015,92481,2016,electro_bug,24
g15598327l,Smart ForTwo,economy,petrol,2.74,2015,85211,2017,electro_bug,30
R14260142p,Audi A3,premium,petrol,4.72,2017,107541,2019,engine_ignition,271
H-4546747T,Kia Rio X,economy,petrol,4.68,2015,73109,2017,engine_check,30
f-1148428g,Smart ForTwo,economy,petrol,4.58,2017,110312,2015,break_bug,40
T-1017836m,Smart ForTwo,economy,petrol,5.58,2013,38577,2016,gear_stick,5
g-2265044F,VW Tiguan,economy,petrol,6.58,2017,131601,2019,engine_overheat,57
j18260546M,Fiat 500,business,petrol,3.38,2013,44911,2021,engine_overheat,24
B-9426058n,Hyundai Solaris,economy,petrol,5.56,2012,19082,2018,another_bug,22
r-4084524U,Skoda Rapid,economy,petrol,4.98,2017,125676,2016,engine_fuel,36
L-5326583i,Audi A4,premium,petrol,4.28,2016,111906,2018,engine_ignition,352
I-1760030m,Renault Kaptur,standart,petrol,5.54,2015,88338,2020,engine_fuel,7
c-1205079o,VW Polo VI,economy,petrol,5.34,2015,81446,2021,electro_bug,14
s-1194174G,Smart ForFour,economy,petrol,5.2,2013,51809,2020,engine_overheat,33
z11424698a,Nissan Qashqai,standart,petrol,3.2,2013,41388,2022,another_bug,20
u12808660Q,Smart ForTwo,economy,petrol,4.62,2016,103187,2018,wheel_shake,34
q14308699p,Renault Kaptur,standart,petrol,2.74,2013,39299,2020,break_bug,13
h14275703Y,Nissan Qashqai,standart,petrol,3.36,2015,78299,2019,gear_stick,7
f21537042p,VW Polo,economy,petrol,4.08,2015,79471,2015,electro_bug,12
w-1541101s,Kia Rio X-line,economy,petrol,6.66,2012,20822,2016,engine_fuel,24
D85554326y,Skoda Rapid,economy,petrol,4.36,2017,117153,2021,engine_ignition,191
v19622542w,Smart Coupe,economy,petrol,4.78,2014,57663,2016,engine_check,33
g15134858G,Kia Rio,economy,petrol,3.64,2013,35580,2017,wheel_shake,33
T-1971816y,Renault Kaptur,standart,petrol,4.04,2014,55513,2018,another_bug,68
C-9596685X,Kia Rio X-line,economy,petrol,4.3,2014,65593,2014,engine_overheat,38
b-1448976u,Kia Rio X-line,economy,petrol,3.86,2013,39927,2016,another_bug,21
T20813001U,Tesla Model 3,premium,electro,3.98,2017,132784,2017,engine_fuel,205
N-1202466T,Smart ForTwo,economy,petrol,5.96,2015,87099,2018,wheel_shake,9
A-1228282M,Skoda Rapid,economy,petrol,4.78,2014,54887,2020,engine_ignition,38
I-4541478k,Hyundai Solaris,economy,petrol,4.72,2015,75641,2016,another_bug,9
C72529736J,Smart Coupe,economy,petrol,4.4,2017,111542,2020,electro_bug,138
u-1444692P,Smart ForFour,economy,petrol,5.72,2014,63279,2022,wheel_shake,6
D16135750H,Hyundai Solaris,economy,petrol,3.68,2015,77721,2019,wheel_shake,4
K-1436228o,Renault Sandero,standart,petrol,4.4,2012,25974,2015,engine_check,35
i-7847314g,Renault Kaptur,standart,petrol,6.04,2013,46500,2018,engine_ignition,46
z-1432906b,VW Polo VI,economy,petrol,5.22,2015,85739,2015,engine_overheat,17
a59990556c,Kia Rio X-line,economy,petrol,3.74,2015,77338,2022,engine_overheat,12
N96513993C,VW Polo VI,economy,petrol,3.82,2012,19927,2019,engine_check,38
i-1870741R,Kia Rio X,economy,petrol,5.58,2013,42608,2020,engine_check,17
s-1843132u,Nissan Qashqai,standart,petrol,5.56,2015,86453,2020,engine_check,58
o-1115986v,Skoda Rapid,economy,petrol,4.52,2014,65133,2020,wheel_shake,4
t38578752d,VW Polo,economy,petrol,3.72,2012,20727,2019,engine_ignition,67
C10051284I,Nissan Qashqai,standart,petrol,4.08,2015,87054,2020,gear_stick,20
l13569942Y,Volkswagen ID.4 ,premium,electro,4.24,2016,98037,2020,engine_overheat,442
h-2041660O,Nissan Qashqai,standart,petrol,4.62,2015,77163,2021,engine_check,31
z-1435869q,Hyundai Solaris,economy,petrol,4.08,2014,57648,2018,engine_ignition,41
T-5519773T,Renault Kaptur,standart,petrol,5.96,2015,71302,2021,gear_stick,4
O-5485697r,VW Polo,economy,petrol,6.1,2011,1620,2017,another_bug,21
P-1558274R,Smart ForFour,economy,petrol,4.92,2013,46553,2021,engine_overheat,58
x-2038594x,Kia Sportage,standart,petrol,4.58,2015,84944,2018,gear_stick,9
D-6990841m,Kia Sportage,standart,petrol,4.14,2013,40420,2019,break_bug,31
A65531464N,Hyundai Solaris,economy,petrol,3.26,2014,66086,2022,engine_fuel,14
o77710485U,Skoda Rapid,economy,petrol,4.7,2015,82464,2016,engine_ignition,49
Z19095231c,Smart ForTwo,economy,petrol,4.04,2013,39390,2019,electro_bug,10
T10888967t,Mini Cooper,business,petrol,4.0,2011,60,2019,engine_overheat,9
p-2255017N,Smart ForTwo,economy,petrol,5.1,2013,50083,2016,wheel_shake,22
q-1756523i,Renault Sandero,standart,petrol,4.36,2013,52665,2017,engine_fuel,21
Y-6535925G,Hyundai Solaris,economy,petrol,5.0,2012,22110,2020,engine_overheat,7
k26646728S,Hyundai Solaris,economy,petrol,3.78,2015,78109,2020,break_bug,19
E10817164G,Smart Coupe,economy,petrol,4.02,2013,44800,2017,engine_overheat,13
i99098791Y,Skoda Rapid,economy,petrol,3.8,2016,115319,2017,engine_check,23
x78013621Q,VW Polo,economy,petrol,4.68,2013,46865,2014,engine_fuel,13
v72063519l,Renault Kaptur,standart,petrol,3.64,2015,75941,2018,engine_overheat,8
G-1501447C,Audi Q3,premium,petrol,5.6,2016,90581,2019,engine_overheat,226
J11325795N,Smart ForFour,economy,petrol,3.76,2015,87064,2022,another_bug,61
Z21101596H,Kia Rio X-line,economy,petrol,4.44,2013,47809,2018,electro_bug,12
J-1113742S,Kia Rio X-line,economy,petrol,4.58,2011,6510,2016,engine_fuel,38
z66178432L,Hyundai Solaris,economy,petrol,3.24,2014,64668,2016,engine_overheat,9
Z-5687556v,Kia Sportage,standart,petrol,3.32,2015,78491,2020,another_bug,11
t16803701q,Kia Rio X-line,economy,petrol,3.94,2012,26230,2019,another_bug,8
O62055401u,VW Polo,economy,petrol,2.66,2013,51383,2022,engine_fuel,5
g-1993142v,Smart Coupe,economy,petrol,4.64,2014,59838,2019,engine_ignition,68
b-1419953q,Smart Coupe,economy,petrol,3.74,2016,104414,2017,engine_ignition,58
g20755268p,Renault Sandero,standart,petrol,3.02,2013,51648,2018,engine_overheat,56
J-1674693O,Audi A3,premium,petrol,5.44,2015,87134,2019,electro_bug,92
y-4433197h,Hyundai Solaris,economy,petrol,4.68,2015,86319,2016,another_bug,84
q13192264P,Renault Kaptur,standart,petrol,4.7,2012,24874,2021,engine_check,52
Y77058654W,Kia Sportage,standart,petrol,4.2,2011,5777,2020,engine_overheat,12
A-2296917r,Skoda Rapid,economy,petrol,5.72,2017,122213,2017,engine_check,171
O-2688441F,Tesla Model 3,premium,electro,4.82,2015,80038,2021,engine_fuel,112
F36891838q,Smart Coupe,economy,petrol,4.3,2014,56441,2018,electro_bug,47
M20797256F,Renault Sandero,standart,petrol,3.84,2014,65913,2016,engine_overheat,79
o14161849i,Kia Rio X,economy,petrol,3.2,2011,1695,2021,engine_ignition,19
L14463305V,Renault Kaptur,standart,petrol,3.88,2011,1467,2022,engine_fuel,16
d-1069476v,Nissan Qashqai,standart,petrol,5.16,2013,43645,2017,engine_ignition,57
A18130070W,Smart ForFour,economy,petrol,3.52,2017,109933,2021,engine_ignition,59
N48891421Y,Smart ForFour,economy,petrol,2.36,2016,114706,2017,engine_overheat,10
r-3882229P,VW Polo VI,economy,petrol,4.48,2014,60885,2018,another_bug,35
k-1148512o,Kia Rio X-line,economy,petrol,5.16,2012,20328,2017,engine_ignition,66
K19117294v,VW Polo VI,economy,petrol,2.88,2011,1427,2014,wheel_shake,9
R-9698903l,Hyundai Solaris,economy,petrol,4.58,2015,83684,2018,wheel_shake,6
n18568803d,VW Polo,economy,petrol,3.72,2013,38018,2016,engine_overheat,9
u18380175j,VW Tiguan,economy,petrol,2.96,2014,63594,2020,break_bug,20
v48821525w,Kia Rio X,economy,petrol,4.12,2015,78775,2014,engine_fuel,8
R-1929076H,Smart ForTwo,economy,petrol,3.92,2014,63873,2020,engine_overheat,24
R14565987z,VW Polo VI,economy,petrol,3.34,2012,25356,2022,break_bug,47
j-2092568x,VW Tiguan,economy,petrol,5.16,2017,110577,2020,break_bug,40
S45472418H,VW Tiguan,economy,petrol,3.64,2017,133098,2017,wheel_shake,126
d15211601W,VW Polo VI,economy,petrol,4.66,2011,5349,2015,wheel_shake,17
q48434550h,VW Polo VI,economy,petrol,3.62,2015,76820,2021,electro_bug,67
S24664424B,VW Polo VI,economy,petrol,4.72,2015,79581,2018,engine_check,33
z91353693Z,Nissan Qashqai,standart,petrol,3.2,2013,50271,2016,break_bug,5
d-1078291X,Smart ForFour,economy,petrol,3.82,2015,88023,2021,engine_check,25
y-2155004p,Smart ForTwo,economy,petrol,7.0,2017,142862,2014,wheel_shake,125
f11749417l,VW Polo VI,economy,petrol,4.08,2013,37996,2022,break_bug,8
h66939763B,Renault Kaptur,standart,petrol,3.66,2011,8876,2019,engine_check,22
d16236969s,VW Polo VI,economy,petrol,3.8,2013,53746,2016,engine_ignition,28
p25512710L,Fiat 500,business,petrol,2.38,2014,65690,2017,gear_stick,39
F37580132V,Nissan Qashqai,standart,petrol,4.04,2012,22513,2021,engine_fuel,9
l-4067739z,Renault Kaptur,standart,petrol,5.98,2015,85779,2020,break_bug,32
o-2117199c,Renault Sandero,standart,petrol,4.2,2015,81559,2019,another_bug,81
w12773963K,VW Polo,economy,petrol,3.4,2014,58768,2017,break_bug,25
C12905383w,Smart ForFour,economy,petrol,4.04,2013,45050,2016,engine_fuel,13
m27367092i,Kia Rio X,economy,petrol,2.26,2014,54472,2018,wheel_shake,10
v-2285960e,Kia Rio,economy,petrol,4.3,2015,81235,2015,engine_check,13
k49230827x,VW Polo VI,economy,petrol,5.32,2011,4486,2022,engine_check,33
A19264202q,Hyundai Solaris,economy,petrol,3.54,2014,58672,2015,gear_stick,6
x-1917627k,Smart Coupe,economy,petrol,5.08,2013,43212,2020,electro_bug,38
v34523863p,Renault Kaptur,standart,petrol,4.52,2013,38655,2020,engine_overheat,9
L18993999w,Kia Rio X-line,economy,petrol,2.98,2014,58874,2020,engine_overheat,33
x27866622h,Skoda Rapid,economy,petrol,4.86,2013,57313,2016,gear_stick,29
f-1853653Z,Skoda Rapid,economy,petrol,3.86,2017,115366,2016,engine_check,152
R-1884707W,Kia Rio X-line,economy,petrol,5.42,2015,82399,2015,engine_check,18
i17810499T,Smart ForFour,economy,petrol,4.28,2015,78931,2014,engine_fuel,16
W78299212w,VW Tiguan,economy,petrol,4.32,2016,106048,2018,engine_check,23
